Cultivar;Quantidade (Kg);Year;Category;Subcategory
Palomino;-;1972;Processamento;Viniferas
Petit Manseng;-;1972;Processamento;Viniferas
Peverella;1.087.692;1972;Processamento;Viniferas
Pinot Blanc;-;1972;Processamento;Viniferas
Pinot Gris;-;1972;Processamento;Viniferas
Prosecco;-;1972;Processamento;Viniferas
Red Veltliner;-;1972;Processamento;Viniferas
Riesling Italico;304.688;1972;Processamento;Viniferas
Riesling Renano;-;1972;Processamento;Viniferas
Sauvignon Blanc(2);49.244;1972;Processamento;Viniferas
Sauvignon Gris;-;1972;Processamento;Viniferas
Seara Nova;-;1972;Processamento;Viniferas
Semillon;5.172;1972;Processamento;Viniferas
Schonburger;-;1972;Processamento;Viniferas
Sylvaner;-;1972;Processamento;Viniferas
Tocai Friulano;-;1972;Processamento;Viniferas
Trebbiano;9.579.813;1972;Processamento;Viniferas
Trebbiano Toscano;-;1972;Processamento;Viniferas
Verdea;-;1972;Processamento;Viniferas
Verdelho;-;1972;Processamento;Viniferas
Verdiso;-;1972;Processamento;Viniferas
Vermentino;8.945;1972;Processamento;Viniferas
Vernaccia;111.691;1972;Processamento;Viniferas
Viogner;-;1972;Processamento;Viniferas
Viognier;-;1972;Processamento;Viniferas
Outras(3);648.335;1972;Processamento;Viniferas
Total;28.872.294;1972;Processamento;Viniferas
TINTAS;187.251.954;1972;Processamento;Americanas_e_hibridas
Bacarina;67.464;1972;Processamento;Americanas_e_hibridas
Bailey;-;1972;Processamento;Americanas_e_hibridas
Bordo;6.530.686;1972;Processamento;Americanas_e_hibridas
Bourdin (S);-;1972;Processamento;Americanas_e_hibridas
BRS Carmen;-;1972;Processamento;Americanas_e_hibridas
BRS Cora;-;1972;Processamento;Americanas_e_hibridas
BRS Magna;-;1972;Processamento;Americanas_e_hibridas
BRS Margot;-;1972;Processamento;Americanas_e_hibridas
BRS Morena;-;1972;Processamento;Americanas_e_hibridas
BRS Núbia;-;1972;Processamento;Americanas_e_hibridas
BRS Rúbea;-;1972;Processamento;Americanas_e_hibridas
BRS Violeta;-;1972;Processamento;Americanas_e_hibridas
BRS Vitória;-;1972;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;1972;Processamento;Americanas_e_hibridas
Coleções;-;1972;Processamento;Americanas_e_hibridas
Concord;2.262.221;1972;Processamento;Americanas_e_hibridas
Concord clone 30;-;1972;Processamento;Americanas_e_hibridas
Couderc;2.550.812;1972;Processamento;Americanas_e_hibridas
Cynthiana(1);535.172;1972;Processamento;Americanas_e_hibridas
Herbemont;45.765.536;1972;Processamento;Americanas_e_hibridas
IAC 138022;-;1972;Processamento;Americanas_e_hibridas
Isabel;120.365.492;1972;Processamento;Americanas_e_hibridas
Isabel Precoce;-;1972;Processamento;Americanas_e_hibridas
Jacquez;278.191;1972;Processamento;Americanas_e_hibridas
Kyoko;-;1972;Processamento;Americanas_e_hibridas
Landot;63.740;1972;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;1972;Processamento;Americanas_e_hibridas
Oberlin;11.136;1972;Processamento;Americanas_e_hibridas
Othello;34.525;1972;Processamento;Americanas_e_hibridas
Paco;-;1972;Processamento;Americanas_e_hibridas
Patricia;-;1972;Processamento;Americanas_e_hibridas
Seibel;8.786.979;1972;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);-;1972;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);-;1972;Processamento;Americanas_e_hibridas
Vênus;-;1972;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;898.576;1972;Processamento;Americanas_e_hibridas
Baco;5.084;1972;Processamento;Americanas_e_hibridas
Bokay;-;1972;Processamento;Americanas_e_hibridas
BRS Bibiana;-;1972;Processamento;Americanas_e_hibridas
BRS Clara;-;1972;Processamento;Americanas_e_hibridas
BRS Lorena;-;1972;Processamento;Americanas_e_hibridas
Couderc 13;-;1972;Processamento;Americanas_e_hibridas
Delaware;7.517;1972;Processamento;Americanas_e_hibridas
Dona Zillá;-;1972;Processamento;Americanas_e_hibridas
Dut Chess;-;1972;Processamento;Americanas_e_hibridas
Goethe;472.553;1972;Processamento;Americanas_e_hibridas
IAC;-;1972;Processamento;Americanas_e_hibridas
Juliana;-;1972;Processamento;Americanas_e_hibridas
Martha;14.716;1972;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;1972;Processamento;Americanas_e_hibridas
Moscato Embrapa;-;1972;Processamento;Americanas_e_hibridas
Niagara;253.262;1972;Processamento;Americanas_e_hibridas
Niagara Branca;-;1972;Processamento;Americanas_e_hibridas
Niagara Rosada;-;1972;Processamento;Americanas_e_hibridas
Poloske;-;1972;Processamento;Americanas_e_hibridas
Seleções;-;1972;Processamento;Americanas_e_hibridas
Seyve Villard;145.444;1972;Processamento;Americanas_e_hibridas
Seyve Villard 5276;-;1972;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;1972;Processamento;Americanas_e_hibridas
Tardia de Caxias;-;1972;Processamento;Americanas_e_hibridas
Outras(2);-;1972;Processamento;Americanas_e_hibridas
Total;188.150.530;1972;Processamento;Americanas_e_hibridas
TINTAS;4.428;1972;Processamento;Uvas_de_mesa
Alphonse Lavallee;170;1972;Processamento;Uvas_de_mesa
Moscato de Hamburgo;4.258;1972;Processamento;Uvas_de_mesa
BRANCAS;6.829;1972;Processamento;Uvas_de_mesa
Cardinal;-;1972;Processamento;Uvas_de_mesa
Golden Queen;657;1972;Processamento;Uvas_de_mesa
Patrícia;-;1972;Processamento;Uvas_de_mesa
Perlona;4.027;1972;Processamento;Uvas_de_mesa
Italia;2.145;1972;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);-;1972;Processamento;Uvas_de_mesa
Total;11.257;1972;Processamento;Uvas_de_mesa
;197.232;1972;Processamento;Sem_classificacao
;197.232;1972;Processamento;Sem_classificacao
TINTAS;8.213.674;1973;Processamento;Viniferas
Alicante Bouschet;-;1973;Processamento;Viniferas
Ancelota;-;1973;Processamento;Viniferas
Aramon;-;1973;Processamento;Viniferas
Alfrocheiro;-;1973;Processamento;Viniferas
Arinarnoa;-;1973;Processamento;Viniferas
Aspirant Bouschet;-;1973;Processamento;Viniferas
Barbera;3.152.247;1973;Processamento;Viniferas
Bonarda;885.582;1973;Processamento;Viniferas
Cabernet Franc;1.360.672;1973;Processamento;Viniferas
Cabernet Sauvignon;-;1973;Processamento;Viniferas
Caladoc;-;1973;Processamento;Viniferas
Campanario;-;1973;Processamento;Viniferas
Canaiolo;257.854;1973;Processamento;Viniferas
Carignan;5.693;1973;Processamento;Viniferas
Carmenere;4.150;1973;Processamento;Viniferas
Castelão;-;1973;Processamento;Viniferas
Corvina;-;1973;Processamento;Viniferas
Croatina;-;1973;Processamento;Viniferas
Cinsaut;-;1973;Processamento;Viniferas
Dom Felder;-;1973;Processamento;Viniferas
Dolcetto;-;1973;Processamento;Viniferas
Durif;-;1973;Processamento;Viniferas
Egiodola;-;1973;Processamento;Viniferas
Ekigaina;-;1973;Processamento;Viniferas
Festival (Sugraone);-;1973;Processamento;Viniferas
Franconia;-;1973;Processamento;Viniferas
Freisa;-;1973;Processamento;Viniferas
Gamay St Romain;-;1973;Processamento;Viniferas
Gamay Beaujolais;-;1973;Processamento;Viniferas
Grand Noir;-;1973;Processamento;Viniferas
Grenache;4.924;1973;Processamento;Viniferas
Jaen;-;1973;Processamento;Viniferas
Lagrein;-;1973;Processamento;Viniferas
Lambrusco;-;1973;Processamento;Viniferas
Malbec;200;1973;Processamento;Viniferas
Marzemina;49.930;1973;Processamento;Viniferas
Merlot;263.765;1973;Processamento;Viniferas
Marselan;-;1973;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;1973;Processamento;Viniferas
Molinera;-;1973;Processamento;Viniferas
Montepulciano;-;1973;Processamento;Viniferas
Moscato Bailey;-;1973;Processamento;Viniferas
Napa Gamay;-;1973;Processamento;Viniferas
Nebbiolo;-;1973;Processamento;Viniferas
Petit Verdot;-;1973;Processamento;Viniferas
Petite Sirah;-;1973;Processamento;Viniferas
Pinotage;-;1973;Processamento;Viniferas
Pinot Noir;10.433;1973;Processamento;Viniferas
Pinot Saint George;-;1973;Processamento;Viniferas
Piriquita;-;1973;Processamento;Viniferas
Primitivo;-;1973;Processamento;Viniferas
Rebo;-;1973;Processamento;Viniferas
Refosco;-;1973;Processamento;Viniferas
Rondinella;-;1973;Processamento;Viniferas
Ruby Cabernet;-;1973;Processamento;Viniferas
Sangiovese;38.315;1973;Processamento;Viniferas
Saperavi;-;1973;Processamento;Viniferas
Sira (falsa);2.179.909;1973;Processamento;Viniferas
Tannat;-;1973;Processamento;Viniferas
Tempranillo;-;1973;Processamento;Viniferas
Teroldego;-;1973;Processamento;Viniferas
Torrontes;-;1973;Processamento;Viniferas
Tinta Barroca;-;1973;Processamento;Viniferas
Tinta Roriz;-;1973;Processamento;Viniferas
Touriga Francesa;-;1973;Processamento;Viniferas
Touriga Nacional;-;1973;Processamento;Viniferas
Tinta Madeira;-;1973;Processamento;Viniferas
Tintoria;-;1973;Processamento;Viniferas
Trincdeira;-;1973;Processamento;Viniferas
Trousseau;-;1973;Processamento;Viniferas
Zinfandel;-;1973;Processamento;Viniferas
Outras1;-;1973;Processamento;Viniferas
BRANCAS E ROSADAS;12.213.901;1973;Processamento;Viniferas
Aliatico;-;1973;Processamento;Viniferas
Aligote;-;1973;Processamento;Viniferas
Altesse;-;1973;Processamento;Viniferas
Alvarinho;-;1973;Processamento;Viniferas
Arriloba;-;1973;Processamento;Viniferas
Auxerrois;-;1973;Processamento;Viniferas
Burger;-;1973;Processamento;Viniferas
Chardonnay;-;1973;Processamento;Viniferas
Chasselas;-;1973;Processamento;Viniferas
Chenin Blanc;-;1973;Processamento;Viniferas
Clairette(1);94.006;1973;Processamento;Viniferas
Colombard;-;1973;Processamento;Viniferas
Flora;-;1973;Processamento;Viniferas
Garganega;-;1973;Processamento;Viniferas
Gewurztraminer;-;1973;Processamento;Viniferas
Gouveio;-;1973;Processamento;Viniferas
Gros Manseng;-;1973;Processamento;Viniferas
Italia (Pirovano 65) (PE);-;1973;Processamento;Viniferas
Maccabeo;-;1973;Processamento;Viniferas
Malvasia;645.868;1973;Processamento;Viniferas
Malvasia Amarela;-;1973;Processamento;Viniferas
Malvasia Bianca;-;1973;Processamento;Viniferas
Malvasia Chianti;-;1973;Processamento;Viniferas
Malvasia Verde;-;1973;Processamento;Viniferas
Malvasia di Candia;-;1973;Processamento;Viniferas
Malvasia Istriana;-;1973;Processamento;Viniferas
Mistura de uvas viníferas branco;-;1973;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;1973;Processamento;Viniferas
Moscato Branco;3.490.996;1973;Processamento;Viniferas
Moscato Canelli;-;1973;Processamento;Viniferas
Moscato Giallo;-;1973;Processamento;Viniferas
Moscato Nazareno;-;1973;Processamento;Viniferas
Moscato Bianco R2;-;1973;Processamento;Viniferas
Moscato de Alexandria;-;1973;Processamento;Viniferas
Moscato Rosado;-;1973;Processamento;Viniferas
Muscat à Petits Grains;-;1973;Processamento;Viniferas
Muller Thurgau;-;1973;Processamento;Viniferas
Muscadelle;-;1973;Processamento;Viniferas
Ora;-;1973;Processamento;Viniferas
Palomino;-;1973;Processamento;Viniferas
Petit Manseng;-;1973;Processamento;Viniferas
Peverella;1.416.283;1973;Processamento;Viniferas
Pinot Blanc;-;1973;Processamento;Viniferas
Pinot Gris;-;1973;Processamento;Viniferas
Prosecco;-;1973;Processamento;Viniferas
Red Veltliner;-;1973;Processamento;Viniferas
Riesling Italico;402.329;1973;Processamento;Viniferas
Riesling Renano;-;1973;Processamento;Viniferas
Sauvignon Blanc(2);12.886;1973;Processamento;Viniferas
Sauvignon Gris;-;1973;Processamento;Viniferas
Seara Nova;-;1973;Processamento;Viniferas
Semillon;20.447;1973;Processamento;Viniferas
Schonburger;-;1973;Processamento;Viniferas
Sylvaner;-;1973;Processamento;Viniferas
Tocai Friulano;-;1973;Processamento;Viniferas
Trebbiano;5.722.394;1973;Processamento;Viniferas
Trebbiano Toscano;-;1973;Processamento;Viniferas
Verdea;1.864;1973;Processamento;Viniferas
Verdelho;-;1973;Processamento;Viniferas
Verdiso;-;1973;Processamento;Viniferas
Vermentino;6.153;1973;Processamento;Viniferas
Vernaccia;65.995;1973;Processamento;Viniferas
Viogner;-;1973;Processamento;Viniferas
Viognier;-;1973;Processamento;Viniferas
Outras(3);334.680;1973;Processamento;Viniferas
Total;20.427.575;1973;Processamento;Viniferas
TINTAS;161.593.877;1973;Processamento;Americanas_e_hibridas
Bacarina;58.690;1973;Processamento;Americanas_e_hibridas
Bailey;-;1973;Processamento;Americanas_e_hibridas
Bordo;5.584.243;1973;Processamento;Americanas_e_hibridas
Bourdin (S);-;1973;Processamento;Americanas_e_hibridas
BRS Carmen;-;1973;Processamento;Americanas_e_hibridas
BRS Cora;-;1973;Processamento;Americanas_e_hibridas
BRS Magna;-;1973;Processamento;Americanas_e_hibridas
BRS Margot;-;1973;Processamento;Americanas_e_hibridas
BRS Morena;-;1973;Processamento;Americanas_e_hibridas
BRS Núbia;-;1973;Processamento;Americanas_e_hibridas
BRS Rúbea;-;1973;Processamento;Americanas_e_hibridas
BRS Violeta;-;1973;Processamento;Americanas_e_hibridas
BRS Vitória;-;1973;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;1973;Processamento;Americanas_e_hibridas
Coleções;-;1973;Processamento;Americanas_e_hibridas
Concord;1.850.704;1973;Processamento;Americanas_e_hibridas
Concord clone 30;-;1973;Processamento;Americanas_e_hibridas
Couderc;2.602.220;1973;Processamento;Americanas_e_hibridas
Cynthiana(1);360.571;1973;Processamento;Americanas_e_hibridas
Herbemont;33.214.347;1973;Processamento;Americanas_e_hibridas
IAC 138022;-;1973;Processamento;Americanas_e_hibridas
Isabel;109.787.700;1973;Processamento;Americanas_e_hibridas
Isabel Precoce;-;1973;Processamento;Americanas_e_hibridas
Jacquez;302.686;1973;Processamento;Americanas_e_hibridas
Kyoko;-;1973;Processamento;Americanas_e_hibridas
Landot;80.995;1973;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;1973;Processamento;Americanas_e_hibridas
Oberlin;9.483;1973;Processamento;Americanas_e_hibridas
Othello;17.358;1973;Processamento;Americanas_e_hibridas
Paco;-;1973;Processamento;Americanas_e_hibridas
Patricia;-;1973;Processamento;Americanas_e_hibridas
Seibel;7.724.880;1973;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);-;1973;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);-;1973;Processamento;Americanas_e_hibridas
Vênus;-;1973;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;231.984;1973;Processamento;Americanas_e_hibridas
Baco;-;1973;Processamento;Americanas_e_hibridas
Bokay;-;1973;Processamento;Americanas_e_hibridas
BRS Bibiana;-;1973;Processamento;Americanas_e_hibridas
BRS Clara;-;1973;Processamento;Americanas_e_hibridas
BRS Lorena;-;1973;Processamento;Americanas_e_hibridas
Couderc 13;-;1973;Processamento;Americanas_e_hibridas
Delaware;-;1973;Processamento;Americanas_e_hibridas
Dona Zillá;-;1973;Processamento;Americanas_e_hibridas
Dut Chess;-;1973;Processamento;Americanas_e_hibridas
Goethe;113.941;1973;Processamento;Americanas_e_hibridas
IAC;-;1973;Processamento;Americanas_e_hibridas
Juliana;-;1973;Processamento;Americanas_e_hibridas
Martha;5.126;1973;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;1973;Processamento;Americanas_e_hibridas
Moscato Embrapa;-;1973;Processamento;Americanas_e_hibridas
Niagara;112.917;1973;Processamento;Americanas_e_hibridas
Niagara Branca;-;1973;Processamento;Americanas_e_hibridas
Niagara Rosada;-;1973;Processamento;Americanas_e_hibridas
Poloske;-;1973;Processamento;Americanas_e_hibridas
Seleções;-;1973;Processamento;Americanas_e_hibridas
Seyve Villard;-;1973;Processamento;Americanas_e_hibridas
Seyve Villard 5276;-;1973;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;1973;Processamento;Americanas_e_hibridas
Tardia de Caxias;-;1973;Processamento;Americanas_e_hibridas
Outras(2);-;1973;Processamento;Americanas_e_hibridas
Total;161.825.861;1973;Processamento;Americanas_e_hibridas
TINTAS;8.939;1973;Processamento;Uvas_de_mesa
Alphonse Lavallee;7.690;1973;Processamento;Uvas_de_mesa
Moscato de Hamburgo;1.249;1973;Processamento;Uvas_de_mesa
BRANCAS;8.052;1973;Processamento;Uvas_de_mesa
Cardinal;-;1973;Processamento;Uvas_de_mesa
Golden Queen;7.312;1973;Processamento;Uvas_de_mesa
Patrícia;-;1973;Processamento;Uvas_de_mesa
Perlona;-;1973;Processamento;Uvas_de_mesa
Italia;740;1973;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);-;1973;Processamento;Uvas_de_mesa
Total;16.991;1973;Processamento;Uvas_de_mesa
;491.357;1973;Processamento;Sem_classificacao
;491.357;1973;Processamento;Sem_classificacao
TINTAS;17.457.849;1974;Processamento;Viniferas
Alicante Bouschet;-;1974;Processamento;Viniferas
Ancelota;-;1974;Processamento;Viniferas
Aramon;-;1974;Processamento;Viniferas
Alfrocheiro;-;1974;Processamento;Viniferas
Arinarnoa;-;1974;Processamento;Viniferas
Aspirant Bouschet;-;1974;Processamento;Viniferas
Barbera;8.334.170;1974;Processamento;Viniferas
Bonarda;1.888.558;1974;Processamento;Viniferas
Cabernet Franc;2.909.343;1974;Processamento;Viniferas
Cabernet Sauvignon;-;1974;Processamento;Viniferas
Caladoc;-;1974;Processamento;Viniferas
Campanario;-;1974;Processamento;Viniferas
Canaiolo;372.657;1974;Processamento;Viniferas
Carignan;4.535;1974;Processamento;Viniferas
Carmenere;33.114;1974;Processamento;Viniferas
Castelão;-;1974;Processamento;Viniferas
Corvina;-;1974;Processamento;Viniferas
Croatina;-;1974;Processamento;Viniferas
Cinsaut;-;1974;Processamento;Viniferas
Dom Felder;-;1974;Processamento;Viniferas
Dolcetto;-;1974;Processamento;Viniferas
Durif;-;1974;Processamento;Viniferas
Egiodola;-;1974;Processamento;Viniferas
Ekigaina;-;1974;Processamento;Viniferas
Festival (Sugraone);-;1974;Processamento;Viniferas
Franconia;-;1974;Processamento;Viniferas
Freisa;713;1974;Processamento;Viniferas
Gamay St Romain;-;1974;Processamento;Viniferas
Gamay Beaujolais;-;1974;Processamento;Viniferas
Grand Noir;-;1974;Processamento;Viniferas
Grenache;19.945;1974;Processamento;Viniferas
Jaen;-;1974;Processamento;Viniferas
Lagrein;-;1974;Processamento;Viniferas
Lambrusco;-;1974;Processamento;Viniferas
Malbec;6.167;1974;Processamento;Viniferas
Marzemina;136.790;1974;Processamento;Viniferas
Merlot;1.050.036;1974;Processamento;Viniferas
Marselan;-;1974;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;1974;Processamento;Viniferas
Molinera;-;1974;Processamento;Viniferas
Montepulciano;-;1974;Processamento;Viniferas
Moscato Bailey;-;1974;Processamento;Viniferas
Napa Gamay;-;1974;Processamento;Viniferas
Nebbiolo;-;1974;Processamento;Viniferas
Petit Verdot;-;1974;Processamento;Viniferas
Petite Sirah;-;1974;Processamento;Viniferas
Pinotage;-;1974;Processamento;Viniferas
Pinot Noir;18.178;1974;Processamento;Viniferas
Pinot Saint George;-;1974;Processamento;Viniferas
Piriquita;-;1974;Processamento;Viniferas
Primitivo;-;1974;Processamento;Viniferas
Rebo;-;1974;Processamento;Viniferas
Refosco;-;1974;Processamento;Viniferas
Rondinella;-;1974;Processamento;Viniferas
Ruby Cabernet;-;1974;Processamento;Viniferas
Sangiovese;59.834;1974;Processamento;Viniferas
Saperavi;-;1974;Processamento;Viniferas
Sira (falsa);2.623.809;1974;Processamento;Viniferas
Tannat;-;1974;Processamento;Viniferas
Tempranillo;-;1974;Processamento;Viniferas
Teroldego;-;1974;Processamento;Viniferas
Torrontes;-;1974;Processamento;Viniferas
Tinta Barroca;-;1974;Processamento;Viniferas
Tinta Roriz;-;1974;Processamento;Viniferas
Touriga Francesa;-;1974;Processamento;Viniferas
Touriga Nacional;-;1974;Processamento;Viniferas
Tinta Madeira;-;1974;Processamento;Viniferas
Tintoria;-;1974;Processamento;Viniferas
Trincdeira;-;1974;Processamento;Viniferas
Trousseau;-;1974;Processamento;Viniferas
Zinfandel;-;1974;Processamento;Viniferas
Outras1;-;1974;Processamento;Viniferas
BRANCAS E ROSADAS;25.625.874;1974;Processamento;Viniferas
Aliatico;-;1974;Processamento;Viniferas
Aligote;618;1974;Processamento;Viniferas
Altesse;-;1974;Processamento;Viniferas
